id,created_at,locale,duration_seconds,top_result,score_C,score_D,score_I,score_S,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12
470,2026-06-02T18:28:22.787141+00:00,en,13,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,2026-06-02T18:31:23.410471+00:00,en,13,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,2026-06-02T18:31:53.537432+00:00,en,6,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,2026-06-02T18:32:19.057541+00:00,en,8,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,2026-06-02T18:35:53.722978+00:00,en,12,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,2026-06-02T19:35:13.695358+00:00,en,14,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,2026-06-02T19:35:42.750635+00:00,en,191,I,33,67,100,33,3,2,1,3,3,3,0,2,1,2,0,1
477,2026-06-02T19:37:21.703477+00:00,en,10,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,2026-06-02T19:38:03.033138+00:00,en,14,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,2026-06-02T19:38:30.063342+00:00,en,7,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,2026-06-02T19:56:53.975713+00:00,en,13,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,2026-06-02T20:01:50.784259+00:00,en,5,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,2026-06-02T20:03:18.076736+00:00,en,8,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,2026-06-02T20:17:43.335667+00:00,en,66,C,78,44,22,67,2,1,1,0,1,1,2,1,3,2,3,2
484,2026-06-02T20:29:57.740402+00:00,en,189,I,78,44,89,56,2,1,1,3,2,3,0,3,2,3,1,3
485,2026-06-02T21:00:42.895199+00:00,en,14,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,2026-06-02T21:04:23.258322+00:00,en,13,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,2026-06-02T21:04:42.148309+00:00,en,12,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,2026-06-03T00:48:02.564231+00:00,en,57,I,44,44,78,56,2,1,1,3,2,2,1,3,1,1,2,1
489,2026-06-03T01:28:41.668101+00:00,en,71,D,44,78,78,44,2,3,2,3,2,2,1,2,1,1,1,2
490,2026-06-03T02:45:03.230739+00:00,en,65,C,100,67,67,67,3,1,2,2,1,3,2,1,3,3,3,3
491,2026-06-03T02:56:30.948076+00:00,en,115,D,11,100,67,0,3,3,3,3,1,2,0,0,0,0,1,0
492,2026-06-03T03:02:49.01579+00:00,en,62,I,56,78,89,67,2,2,3,3,2,3,3,1,2,2,2,1
493,2026-06-03T06:30:44.827558+00:00,en,73,S,78,56,44,78,2,1,2,2,2,0,3,2,2,3,2,2
494,2026-06-03T06:31:05.010241+00:00,en,64,D,44,44,33,11,2,2,0,1,1,1,0,1,0,2,0,2
495,2026-06-03T06:55:15.904097+00:00,en,79,D,78,89,89,44,3,2,3,3,3,2,1,3,0,3,2,2
496,2026-06-03T07:17:41.363031+00:00,en,97,D,78,89,67,56,3,3,2,1,2,3,1,3,1,3,2,2
497,2026-06-03T08:57:45.61436+00:00,,191,I,67,67,100,33,2,3,1,3,3,3,0,0,3,3,0,3
498,2026-06-03T09:54:20.505823+00:00,en,54,I,33,33,44,22,1,1,1,1,2,1,1,0,1,1,1,1
499,2026-06-03T10:43:13.728831+00:00,en,46,I,56,44,89,78,2,1,1,3,2,3,2,2,3,2,1,2
500,2026-06-03T11:09:21.915166+00:00,en,87,I,0,44,89,78,1,2,1,3,2,3,2,2,3,0,0,0
501,2026-06-03T12:23:57.064466+00:00,en,92,C,67,56,33,44,2,2,1,2,1,0,2,1,1,3,1,2
502,2026-06-03T12:24:41.31604+00:00,en,133,C,100,78,22,78,2,3,2,0,1,1,2,2,3,3,3,3
503,2026-06-03T15:08:30.443024+00:00,en,127,C,89,67,44,67,2,1,3,1,2,1,2,1,3,2,3,3
504,2026-06-03T15:10:06.200861+00:00,en,98,S,78,44,33,78,2,1,1,1,1,1,2,3,2,3,2,2
505,2026-06-03T15:12:47.618093+00:00,en,67,I,11,89,100,11,3,2,3,3,3,3,0,1,0,0,1,0
506,2026-06-03T15:32:54.775642+00:00,en,66,D,44,100,67,22,3,3,3,2,2,2,0,2,0,1,1,2
507,2026-06-03T15:38:00.132138+00:00,en,116,D,56,100,78,44,3,3,3,1,3,3,0,1,3,2,1,2
508,2026-06-03T15:51:42.505124+00:00,en,41,S,67,56,44,67,2,2,1,2,0,2,2,1,3,2,2,2
509,2026-06-03T15:52:34.668654+00:00,en,58,S,67,56,22,67,2,1,2,0,0,2,1,3,2,3,1,2
510,2026-06-03T15:53:21.727953+00:00,en,48,C,100,67,78,78,3,0,3,1,3,3,3,2,2,3,3,3
511,2026-06-03T15:58:29.146809+00:00,en,62,I,22,67,78,56,2,3,1,3,1,3,1,1,3,0,2,0
512,2026-06-03T17:04:52.085495+00:00,en,48,C,78,44,56,67,1,1,2,2,2,1,1,3,2,3,2,2
513,2026-06-03T17:15:42.176438+00:00,,84,S,89,56,56,89,2,1,2,2,2,1,2,3,3,3,2,3
514,2026-06-03T17:20:46.838947+00:00,en,83,S,56,44,56,78,2,1,1,2,1,2,2,2,3,2,1,2
515,2026-06-03T17:55:10.423552+00:00,en,36,C,67,33,33,56,1,1,1,2,0,1,1,3,1,3,1,2
516,2026-06-03T18:31:17.118847+00:00,en,121,C,78,22,44,67,1,0,1,3,0,1,1,3,2,2,2,3
517,2026-06-03T18:36:57.866762+00:00,en,233,C,100,67,78,67,3,0,3,3,1,3,2,3,1,3,3,3
518,2026-06-03T18:39:54.130094+00:00,en,54,I,67,89,100,78,3,3,2,3,3,3,2,3,2,3,1,2
519,2026-06-03T19:08:35.775282+00:00,en,52,C,78,67,56,67,3,1,2,2,1,2,2,2,2,3,2,2
520,2026-06-03T19:14:05.551942+00:00,en,64,C,89,67,33,78,2,1,3,0,2,1,3,2,2,3,3,2
521,2026-06-03T20:28:45.601858+00:00,en,61,C,78,44,44,67,2,1,1,2,1,1,2,1,3,2,3,2
522,2026-06-03T21:55:50.609844+00:00,en,47,S,56,22,11,67,1,0,1,0,1,0,1,3,2,1,2,2
523,2026-06-03T22:24:57.754941+00:00,en,61,I,56,78,89,67,3,2,2,3,2,3,1,2,3,2,2,1
524,2026-06-03T23:12:38.316689+00:00,en,54,I,78,67,89,89,3,1,2,3,2,3,3,2,3,2,2,3
525,2026-06-03T23:35:56.722019+00:00,en,10,I,44,44,56,44,0,3,1,0,3,2,3,0,1,3,0,1
526,2026-06-04T03:39:20.411424+00:00,en,90,S,89,67,67,89,3,1,2,2,1,3,2,3,3,3,2,3
527,2026-06-04T05:42:50.487873+00:00,en,58,C,89,78,67,33,2,2,3,2,2,2,0,2,1,3,2,3
528,2026-06-04T06:41:57.599275+00:00,en,50,S,56,56,33,89,1,2,2,1,1,1,2,3,3,2,1,2
529,2026-06-04T06:56:06.260601+00:00,en,49,S,56,56,33,67,2,2,1,1,0,2,1,3,2,3,1,1
530,2026-06-04T07:30:57.482498+00:00,en,48,D,33,78,0,33,1,3,3,0,0,0,3,0,0,3,0,0
531,2026-06-04T07:31:03.521626+00:00,en,74,I,78,67,89,78,3,1,2,3,2,3,1,3,3,3,2,2
532,2026-06-04T07:31:24.8735+00:00,en,59,C,78,33,22,67,1,0,2,1,0,1,3,0,3,2,3,2
533,2026-06-04T07:45:33.649595+00:00,en,86,C,67,56,11,56,2,1,2,0,1,0,1,1,3,3,1,2
534,2026-06-04T07:45:52.670803+00:00,en,54,S,89,56,78,89,2,1,2,3,2,2,3,2,3,3,3,2
535,2026-06-04T07:48:05.452759+00:00,en,59,C,89,78,78,44,3,2,2,3,2,2,1,0,3,3,3,2
536,2026-06-04T07:48:11.401296+00:00,en,67,S,22,44,78,89,2,1,1,3,2,2,3,2,3,2,0,0
537,2026-06-04T07:53:03.399027+00:00,en,1304,D,67,67,44,67,2,3,1,2,0,2,0,3,3,3,1,2
538,2026-06-04T07:53:08.801633+00:00,en,103,S,33,22,33,67,1,0,1,1,2,0,1,2,3,3,0,0
539,2026-06-04T07:56:50.433126+00:00,,61,S,56,56,33,78,2,2,1,1,0,2,2,3,2,1,3,1
540,2026-06-04T08:00:12.868612+00:00,en,75,C,78,67,22,44,3,2,1,1,0,1,2,1,1,3,2,2
541,2026-06-04T08:00:14.257799+00:00,en,64,S,67,56,56,78,2,1,2,1,2,2,1,3,3,2,1,3
542,2026-06-04T08:20:04.025898+00:00,en,58,S,89,78,78,89,3,2,2,3,1,3,2,3,3,3,2,3
543,2026-06-04T08:25:13.167837+00:00,en,128,S,67,89,33,100,2,3,3,0,2,1,3,3,3,2,2,2
544,2026-06-04T08:31:07.482823+00:00,en,88,S,89,67,78,89,2,2,2,3,1,3,3,2,3,3,3,2
545,2026-06-04T08:43:14.587398+00:00,en,49,D,56,67,67,67,2,2,2,2,2,2,2,2,2,1,2,2
546,2026-06-04T09:32:41.045864+00:00,en,76,S,67,44,0,78,1,2,1,0,0,0,1,3,3,2,2,2
547,2026-06-04T09:37:50.132681+00:00,en,84,S,67,56,78,89,2,2,1,3,2,2,2,3,3,3,1,2
548,2026-06-04T09:38:34.884+00:00,,,S,67,56,33,67,2,1,2,2,1,0,2,2,2,2,2,2
549,2026-06-04T09:39:03.798218+00:00,en,56,D,56,56,0,44,3,1,1,0,0,0,1,2,1,3,0,2
550,2026-06-04T09:47:53.311+00:00,,,S,67,56,33,67,2,1,2,2,1,0,2,2,2,2,2,2
551,2026-06-04T09:48:29.08287+00:00,,61,D,78,100,89,78,3,3,3,3,2,3,1,3,3,3,2,2
552,2026-06-04T09:54:41.156477+00:00,en,62,C,67,33,56,56,2,0,1,2,1,2,1,2,2,2,2,2
553,2026-06-04T10:31:53.343191+00:00,en,53,C,89,78,78,67,3,1,3,2,2,3,2,1,3,3,2,3
554,2026-06-04T12:01:05.914254+00:00,en,53,S,78,44,44,89,2,0,2,1,1,2,3,3,2,2,2,3
555,2026-06-04T12:24:55.063+00:00,en,77,I,56,22,78,67,1,0,1,2,2,3,1,2,3,3,1,1
556,2026-06-04T12:28:15.022028+00:00,en,554,I,22,33,44,22,2,0,1,3,0,1,0,1,1,1,1,0
557,2026-06-04T12:30:07.733033+00:00,en,67,D,67,89,67,44,3,3,2,3,1,2,1,2,1,2,2,2
558,2026-06-04T12:58:42.170637+00:00,en,64,S,56,44,11,56,1,1,2,0,1,0,1,2,2,2,2,1
559,2026-06-04T13:05:06.566391+00:00,en,71,C,78,22,33,56,1,0,1,2,1,0,2,2,1,3,2,2
560,2026-06-04T13:09:24.299955+00:00,en,69,D,33,67,22,22,2,2,2,1,0,1,0,2,0,2,1,0
561,2026-06-04T13:09:32.699565+00:00,en,13,I,56,44,67,44,1,3,0,3,0,3,1,2,1,3,0,2
562,2026-06-04T13:40:02.256679+00:00,en,96,D,67,78,44,67,3,1,3,1,0,3,2,3,1,2,2,2
563,2026-06-04T14:07:30.358373+00:00,en,45,C,100,67,67,89,3,1,2,2,2,2,3,2,3,3,3,3
564,2026-06-04T14:23:29.193474+00:00,en,61,I,89,56,100,56,2,1,2,3,3,3,0,2,3,3,2,3
565,2026-06-04T15:49:16.645181+00:00,en,44,D,44,67,11,56,2,1,3,0,0,1,3,2,0,0,2,2
566,2026-06-04T16:05:07.462176+00:00,en,144,C,89,56,78,56,2,2,1,3,2,2,2,2,1,3,2,3
567,2026-06-04T16:49:54.569651+00:00,en,160,D,22,78,22,56,3,2,2,1,1,0,2,3,0,0,2,0
568,2026-06-04T17:35:32.823498+00:00,en,87,S,89,67,44,89,2,1,3,2,1,1,2,3,3,3,2,3
569,2026-06-04T17:55:54.49126+00:00,en,37,D,78,100,67,33,3,3,3,1,2,3,1,0,2,3,1,3
570,2026-06-04T18:11:24.966501+00:00,en,161,C,89,67,67,67,3,3,0,3,2,1,2,2,2,2,3,3
571,2026-06-04T18:48:51.029014+00:00,en,36,S,100,11,22,100,1,0,0,2,0,0,3,3,3,3,3,3
572,2026-06-04T19:07:42.202456+00:00,en,61,D,100,100,78,78,3,3,3,2,2,3,2,2,3,3,3,3
573,2026-06-04T19:27:41.741284+00:00,en,12,C,56,33,33,44,0,1,2,1,2,0,3,0,1,2,0,3
574,2026-06-04T23:06:43.283578+00:00,en,106,S,67,78,67,89,3,2,2,3,2,1,2,3,3,3,2,1
575,2026-06-04T23:42:21.312944+00:00,en,82,D,78,89,89,78,3,2,3,3,3,2,1,3,3,3,2,2
576,2026-06-05T00:03:10.618165+00:00,en,51,D,22,78,56,33,2,2,3,2,1,2,0,2,1,1,0,1
577,2026-06-05T01:01:42.101069+00:00,en,142,S,78,44,67,78,2,1,1,2,1,3,3,2,2,2,3,2
578,2026-06-05T01:35:40.80276+00:00,en,75,C,100,33,22,67,2,0,1,1,1,0,3,3,0,3,3,3
579,2026-06-05T02:41:37.914843+00:00,,69,C,78,67,67,67,2,2,2,2,2,2,2,2,2,2,3,2
580,2026-06-05T03:04:13.72024+00:00,en,69,D,11,89,33,33,3,3,2,1,1,1,1,2,0,0,0,1
581,2026-06-05T03:08:04.936006+00:00,en,122,D,44,89,67,67,3,2,3,3,2,1,1,2,3,3,0,1
582,2026-06-05T06:26:12.14327+00:00,en,35,C,89,78,22,78,2,2,3,1,0,1,2,2,3,3,3,2
583,2026-06-05T08:01:59.706531+00:00,,39,C,100,78,11,56,3,3,1,0,0,1,0,3,2,3,3,3
584,2026-06-05T09:54:47.302409+00:00,en,1204,S,78,22,44,78,1,0,1,1,2,1,2,3,2,3,2,2
585,2026-06-05T10:50:18.825011+00:00,en,946,D,56,78,78,56,2,2,3,2,2,3,0,2,3,2,2,1
586,2026-06-05T11:17:12.332112+00:00,en,89,I,89,78,100,78,3,2,2,3,3,3,2,2,3,3,3,2
587,2026-06-05T11:17:26.959153+00:00,en,90,I,78,78,100,56,3,3,1,3,3,3,1,3,1,3,1,3
588,2026-06-05T11:23:16.340169+00:00,en,79,C,100,22,44,44,0,1,1,2,1,1,0,1,3,3,3,3
589,2026-06-05T11:23:47.318497+00:00,en,143,C,100,89,78,67,2,3,3,2,3,2,2,3,1,3,3,3
590,2026-06-05T11:24:44.717658+00:00,en,135,I,78,56,78,56,2,1,2,3,2,2,0,3,2,3,1,3
591,2026-06-05T11:24:55.475873+00:00,en,188,C,100,78,44,33,3,1,3,3,1,0,0,2,1,3,3,3
592,2026-06-05T11:25:18.719276+00:00,en,199,I,89,56,100,89,1,3,1,3,3,3,3,2,3,3,3,2
593,2026-06-05T11:25:24.466472+00:00,en,134,C,100,67,78,67,3,3,0,3,3,1,2,3,1,3,3,3
594,2026-06-05T11:25:35.972867+00:00,en,371,D,78,100,89,33,3,3,3,3,2,3,0,0,3,2,3,2
595,2026-06-05T11:25:37.972584+00:00,en,216,I,89,56,100,89,1,3,1,3,3,3,3,2,3,3,3,2
596,2026-06-05T11:25:56.680668+00:00,en,205,I,67,56,67,56,1,3,1,3,1,2,1,3,1,3,2,1
597,2026-06-05T11:25:58.342555+00:00,en,210,S,78,33,56,89,0,2,1,1,3,1,3,3,2,3,1,3
598,2026-06-05T11:26:23.8171+00:00,en,241,D,78,78,78,56,3,2,2,3,2,2,3,0,2,3,3,1
599,2026-06-05T11:27:27.73646+00:00,en,223,C,100,78,78,89,2,2,3,2,2,3,2,3,3,3,3,3
600,2026-06-05T11:27:30.381452+00:00,en,274,C,89,56,67,78,2,2,1,3,2,1,2,2,3,3,3,2
601,2026-06-05T11:27:49.065+00:00,,,S,89,78,67,89,3,3,1,3,2,1,2,3,3,3,2,3
602,2026-06-05T11:28:41.707705+00:00,en,397,C,89,67,67,78,2,3,1,3,1,2,3,1,3,3,3,2
603,2026-06-05T11:28:45.712663+00:00,en,427,I,33,33,78,44,1,2,0,3,2,2,1,0,3,0,1,2
604,2026-06-05T11:29:25.972736+00:00,en,83,I,89,78,89,89,3,2,2,3,3,2,2,3,3,3,3,2
605,2026-06-05T11:30:58.662507+00:00,en,152,S,89,78,78,100,1,3,3,3,2,2,3,3,3,2,3,3
606,2026-06-05T11:31:30.820624+00:00,en,391,S,78,11,78,89,0,1,0,3,2,2,2,3,3,3,3,1
607,2026-06-05T11:50:33.277093+00:00,en,171,I,67,67,89,56,3,3,0,2,3,3,2,0,3,3,3,0
608,2026-06-05T11:51:25.182716+00:00,en,138,I,100,56,100,78,0,2,3,3,3,3,3,1,3,3,3,3
609,2026-06-05T11:56:25.209264+00:00,en,141,I,100,44,100,78,3,1,0,3,3,3,1,3,3,3,3,3
610,2026-06-05T11:58:34.279079+00:00,en,114,C,100,89,56,89,2,3,3,3,2,0,2,3,3,3,3,3
611,2026-06-05T12:01:25.034285+00:00,en,110,I,100,67,100,100,3,3,0,3,3,3,3,3,3,3,3,3
612,2026-06-05T12:03:44.993+00:00,,,I,44,56,89,89,1,1,3,2,3,3,3,2,3,2,1,1
613,2026-06-05T12:08:04.926711+00:00,en,101,S,44,33,56,100,1,2,0,1,2,2,3,3,3,1,0,3
614,2026-06-05T12:46:38.587+00:00,,,S,78,67,11,89,2,2,2,0,0,1,3,2,3,3,2,2
615,2026-06-05T12:49:06.776353+00:00,,67,C,100,33,67,89,2,0,1,2,2,2,2,3,3,3,3,3
616,2026-06-05T12:52:26.523262+00:00,en,44,I,78,56,100,56,2,1,2,3,3,3,0,2,3,3,1,3
617,2026-06-05T13:49:45.216948+00:00,en,71,S,100,44,56,100,3,1,0,2,1,2,3,3,3,3,3,3
618,2026-06-05T13:56:32.605642+00:00,en,271,D,56,78,78,67,3,2,2,3,2,2,1,2,3,2,1,2
619,2026-06-05T14:19:13.662097+00:00,en,217,I,67,44,100,44,0,3,1,3,3,3,3,1,0,3,0,3
620,2026-06-05T16:41:31.360847+00:00,en,104,D,67,78,78,33,3,2,2,3,2,2,0,1,2,2,1,3
621,2026-06-05T17:01:53.016142+00:00,en,55,D,89,89,78,33,3,3,2,3,2,2,1,1,1,3,2,3
622,2026-06-05T17:02:09.993467+00:00,en,75,I,56,67,78,56,2,2,2,3,2,2,1,2,2,2,1,2
623,2026-06-05T17:11:30.767+00:00,,,I,67,22,89,67,1,1,0,3,2,3,0,3,3,3,3,0
624,2026-06-05T17:51:24.332721+00:00,en,50,D,56,78,78,44,2,2,3,2,2,3,1,1,2,2,1,2
625,2026-06-05T18:01:59.649534+00:00,en,7,S,100,67,89,100,1,3,2,3,2,3,3,3,3,3,3,3
626,2026-06-05T18:50:49.985305+00:00,en,64,D,44,67,67,44,3,1,2,2,1,3,0,3,1,1,2,1
627,2026-06-05T20:14:44.976235+00:00,en,114,D,67,67,22,67,1,2,3,0,1,1,2,2,2,2,2,2
628,2026-06-06T00:35:03.125697+00:00,en,76,S,67,22,11,67,1,0,1,0,0,1,3,2,1,2,2,2
629,2026-06-06T07:48:17.863871+00:00,en,90,D,67,100,100,78,3,3,3,3,3,3,3,3,1,1,2,3
630,2026-06-06T08:16:54.195187+00:00,en,56,S,89,33,0,89,2,0,1,0,0,0,3,3,2,3,3,2
631,2026-06-06T11:53:37.7429+00:00,en,51,I,89,78,100,78,3,2,2,3,3,3,2,3,2,3,2,3
632,2026-06-06T14:16:12.343707+00:00,en,68,I,67,67,78,67,3,2,1,2,2,3,1,2,3,3,2,1
633,2026-06-06T15:11:56.140674+00:00,en,71,C,78,56,56,67,2,1,2,2,2,1,1,3,2,3,2,2
634,2026-06-06T16:31:50.156489+00:00,en,105,D,67,89,0,33,3,3,2,0,0,0,3,0,0,1,2,3
635,2026-06-06T19:41:06.078592+00:00,en,73,C,78,67,67,67,2,2,2,1,2,3,2,2,2,3,2,2
636,2026-06-06T19:53:28.131512+00:00,en,79,C,67,11,22,56,0,0,1,0,1,1,2,0,3,3,1,2
637,2026-06-06T21:18:30.797993+00:00,en,109,S,67,11,11,67,0,0,1,0,0,1,2,3,1,2,1,3
638,2026-06-06T23:32:06.579395+00:00,en,89,D,67,67,33,67,2,2,2,0,2,1,2,2,2,2,2,2
639,2026-06-07T02:26:10.791704+00:00,en,36,S,67,22,22,67,2,0,0,0,0,2,2,2,2,2,2,2
640,2026-06-07T02:40:02.271756+00:00,en,40,I,56,44,67,67,1,2,1,3,2,1,1,2,3,2,1,2
641,2026-06-07T03:30:24.71862+00:00,en,84,D,0,89,89,56,3,3,2,3,3,2,1,1,3,0,0,0
642,2026-06-07T07:15:02.864795+00:00,en,49,S,67,22,22,89,1,0,1,0,2,0,3,2,3,2,3,1
643,2026-06-07T08:55:10.016257+00:00,,161,C,56,33,11,44,1,1,1,0,0,1,1,1,2,2,1,2
644,2026-06-07T09:03:57.564146+00:00,en,57,D,33,78,56,56,2,3,2,1,2,2,1,2,2,1,1,1
645,2026-06-07T10:45:45.33542+00:00,en,43,S,78,11,33,78,1,0,0,1,0,2,2,2,3,3,2,2
646,2026-06-07T11:57:58.640459+00:00,en,43,C,100,44,11,78,2,1,1,1,0,0,2,3,2,3,3,3
647,2026-06-07T13:14:51.61893+00:00,en,136,C,67,22,44,11,0,1,1,3,1,0,0,0,1,1,3,2
648,2026-06-07T16:00:31.063027+00:00,,94,D,0,67,33,22,1,3,2,1,1,1,0,1,1,0,0,0
649,2026-06-07T16:02:45.448+00:00,,,C,100,22,56,78,1,0,1,0,2,3,3,1,3,3,3,3
650,2026-06-07T16:02:45.856106+00:00,en,88,C,100,22,56,78,1,0,1,0,2,3,3,1,3,3,3,3
651,2026-06-07T18:49:09.568404+00:00,en,382,S,78,44,56,89,1,2,1,2,2,1,3,2,3,3,2,2
652,2026-06-07T18:54:11.386967+00:00,en,94,I,78,56,78,78,2,1,2,3,2,2,1,3,3,3,2,2
653,2026-06-07T19:32:30.774+00:00,,,C,78,67,0,67,3,1,2,0,0,0,2,2,2,2,2,3
654,2026-06-07T19:32:31.74348+00:00,en,103,C,78,67,0,67,3,1,2,0,0,0,2,2,2,2,2,3
655,2026-06-07T20:02:31.0461+00:00,,133,I,22,22,89,78,0,1,1,2,3,3,1,3,3,0,1,1
656,2026-06-07T20:11:39.866079+00:00,en,128,D,56,100,78,67,3,3,3,3,2,2,0,3,3,3,2,0
657,2026-06-07T21:40:45.726232+00:00,,30,S,100,0,0,100,0,0,0,0,0,0,3,3,3,3,3,3
658,2026-06-07T21:50:21.491403+00:00,en,68,I,67,44,67,56,1,1,2,2,1,3,1,2,2,2,2,2
659,2026-06-07T22:43:52.675093+00:00,,41,S,67,33,0,89,1,1,1,0,0,0,3,2,3,3,1,2
660,2026-06-07T23:11:04.862884+00:00,en,76,I,56,56,89,89,2,1,2,3,2,3,2,3,3,2,1,2
661,2026-06-07T23:47:24.225452+00:00,en,69,S,44,11,11,67,0,1,0,0,0,1,2,2,2,2,1,1
662,2026-06-08T04:05:32.140812+00:00,,686,I,44,56,89,33,2,1,2,3,3,2,0,1,2,2,1,1
663,2026-06-08T05:10:54.918487+00:00,en,90,S,78,33,44,78,1,1,1,2,1,1,1,3,3,3,1,3
664,2026-06-08T07:57:17.935+00:00,,,S,100,67,44,100,3,1,2,0,2,2,3,3,3,3,3,3
665,2026-06-08T07:57:18.149666+00:00,en,114,S,100,67,44,100,3,1,2,0,2,2,3,3,3,3,3,3
666,2026-06-08T09:08:43.599222+00:00,en,58,I,67,56,78,33,2,1,2,2,3,2,2,0,1,2,2,2
667,2026-06-08T09:25:14.616816+00:00,en,82,I,44,67,89,44,2,1,3,3,2,3,1,0,3,2,1,1
668,2026-06-08T09:34:43.418294+00:00,,152,C,78,22,33,56,1,0,1,1,1,1,1,2,2,2,2,3
669,2026-06-08T12:44:39.220065+00:00,en,85,C,100,78,56,89,3,1,3,0,2,3,3,2,3,3,3,3
670,2026-06-08T13:21:18.205882+00:00,en,53,C,78,33,11,56,1,0,2,1,0,0,0,2,3,3,1,3
671,2026-06-08T15:34:59.208798+00:00,en,49,D,67,89,56,56,3,2,3,2,2,1,3,1,1,1,2,3
672,2026-06-08T15:56:50.406839+00:00,en,53,I,44,56,78,44,2,2,1,3,2,2,0,2,2,1,1,2
673,2026-06-08T15:59:34.375739+00:00,en,61,S,67,33,22,89,1,1,1,1,0,1,2,3,3,2,2,2
674,2026-06-08T17:15:17.086989+00:00,en,44,C,100,44,56,33,2,1,1,3,2,0,0,3,0,3,3,3
675,2026-06-08T17:15:33.059377+00:00,en,45,D,67,78,67,56,2,3,2,1,2,3,3,1,1,2,3,1
676,2026-06-08T17:15:35.705303+00:00,en,70,S,44,56,78,89,1,2,2,3,1,3,2,3,3,2,1,1
677,2026-06-08T17:15:36.319698+00:00,en,51,D,22,100,56,11,3,3,3,1,1,3,0,1,0,2,0,0
678,2026-06-08T17:15:43.926445+00:00,en,60,D,67,67,44,56,2,2,2,1,1,2,1,1,3,2,2,2
679,2026-06-08T17:16:09.236845+00:00,en,86,C,78,44,44,56,2,1,1,3,0,1,2,2,1,3,2,2
680,2026-06-08T17:16:23.016029+00:00,en,106,D,100,100,78,56,3,3,3,2,2,3,1,2,2,3,3,3
681,2026-06-08T17:16:23.676601+00:00,en,76,C,78,56,56,56,1,2,2,2,1,2,1,2,2,3,1,3
682,2026-06-08T17:16:37.528803+00:00,en,70,I,56,22,89,67,1,0,1,3,3,2,3,1,2,0,3,2
683,2026-06-08T17:16:59.012242+00:00,en,55,S,78,33,44,89,1,0,2,2,2,0,3,2,3,3,1,3
684,2026-06-08T17:17:12.755384+00:00,en,143,C,89,78,78,67,3,2,2,3,2,2,2,2,2,3,2,3
685,2026-06-08T17:17:35.520234+00:00,en,118,S,89,78,78,89,3,3,1,3,1,3,2,3,3,3,2,3
686,2026-06-08T17:18:38.947668+00:00,en,53,S,67,44,11,89,2,1,1,0,1,0,3,3,2,3,1,2
687,2026-06-08T17:18:59.259408+00:00,en,7,I,100,78,100,100,1,3,3,3,3,3,3,3,3,3,3,3
688,2026-06-08T17:18:59.993763+00:00,en,203,C,89,78,78,56,3,2,2,3,2,2,1,3,1,3,2,3
689,2026-06-08T17:20:18.293487+00:00,en,56,D,56,78,44,56,3,2,2,2,2,0,2,1,2,2,1,2
690,2026-06-08T17:21:03.217333+00:00,en,101,I,56,56,78,67,1,1,3,1,3,3,0,3,3,1,1,3
691,2026-06-08T17:22:03.072338+00:00,en,61,D,56,89,56,56,3,3,2,2,1,2,2,1,2,2,1,2
692,2026-06-08T17:22:03.186687+00:00,en,70,S,67,56,56,89,2,2,1,1,2,2,2,3,3,3,1,2
693,2026-06-08T17:29:31.517298+00:00,en,38,C,67,33,56,56,1,1,1,2,1,2,1,2,2,2,2,2
694,2026-06-08T17:35:50.545396+00:00,en,43,S,56,33,67,100,1,0,2,2,1,3,3,3,3,2,2,1
695,2026-06-08T18:00:12.704332+00:00,en,45,C,78,67,22,56,2,1,3,0,1,1,2,1,2,2,3,2
696,2026-06-08T18:07:53.173654+00:00,en,76,I,67,44,78,56,1,1,2,2,2,3,0,2,3,2,2,2
697,2026-06-08T19:22:04.583417+00:00,en,153,I,33,33,56,44,0,0,3,2,2,1,2,1,1,0,1,2
698,2026-06-08T21:51:23.937417+00:00,en,56,S,56,44,33,56,3,1,0,1,0,2,1,2,2,2,1,2
699,2026-06-08T22:52:16.547582+00:00,en,57,C,78,44,22,56,3,0,1,1,0,1,2,3,0,1,3,3
700,2026-06-09T02:02:04.852073+00:00,en,55,D,44,78,78,33,2,2,3,2,2,3,0,1,2,2,0,2
701,2026-06-09T04:40:36.424+00:00,,,S,89,67,89,100,3,0,3,3,2,3,3,3,3,3,2,3
