id,created_at,locale,duration_seconds,top_result,score_empathy,score_self_awareness,score_self_regulation,score_social_skills,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10
223,2026-06-10T07:42:00.346123+00:00,,111,self_regulation,56,56,83,50,2,2,1,3,2,2,2,1,1,2
224,2026-06-10T10:11:40.893636+00:00,en,135,self_awareness,89,89,67,83,2,3,3,2,2,3,3,2,3,2
225,2026-06-10T11:49:04.799351+00:00,,71,self_awareness,78,78,50,67,2,3,2,2,1,2,2,3,2,2
226,2026-06-10T14:19:03.555218+00:00,en,64,empathy,89,44,67,83,1,1,2,2,2,3,2,3,2,3
227,2026-06-10T17:57:56.296897+00:00,en,336,self_awareness,67,89,33,17,3,2,3,1,1,3,1,2,0,1
228,2026-06-10T18:15:52.387264+00:00,,57,self_awareness,100,100,83,100,3,3,3,3,2,3,3,3,3,3
229,2026-06-10T19:36:03.855194+00:00,en,54,self_awareness,78,89,83,83,3,3,2,2,3,3,2,2,3,2
230,2026-06-10T20:18:22.88944+00:00,en,56,self_awareness,56,67,50,67,2,2,2,2,1,1,2,2,2,2
231,2026-06-10T20:58:20.423715+00:00,en,62,self_regulation,89,67,100,100,2,2,2,3,3,3,2,3,3,3
232,2026-06-10T21:57:55.392098+00:00,en,45,self_regulation,22,67,83,33,2,2,2,3,2,1,1,0,2,0
233,2026-06-10T23:35:16.287109+00:00,en,76,empathy,100,78,83,67,2,3,2,3,2,3,3,3,2,2
234,2026-06-10T23:56:02.510623+00:00,en,100,self_awareness,78,89,83,83,3,2,3,3,2,2,2,3,2,3
235,2026-06-11T02:30:50.887561+00:00,en,44,social_skills,89,67,83,100,2,2,2,2,3,3,2,3,3,3
236,2026-06-11T04:37:08.962+00:00,en,197,self_regulation,22,44,83,0,2,2,0,3,2,2,0,0,0,0
237,2026-06-11T15:50:24.00054+00:00,en,170,empathy,56,33,33,50,1,2,0,0,2,1,2,2,1,2
238,2026-06-11T17:06:49.520028+00:00,en,48,self_awareness,100,100,67,100,3,3,3,2,2,3,3,3,3,3
239,2026-06-11T17:53:31.490146+00:00,,178,self_regulation,78,56,100,33,2,0,3,3,3,2,2,3,1,1
240,2026-06-11T18:04:51.752545+00:00,en,43,empathy,67,33,33,67,1,1,1,1,1,2,2,2,2,2
241,2026-06-11T18:07:08.686923+00:00,en,197,self_awareness,44,56,0,33,2,1,2,0,0,2,1,1,1,1
242,2026-06-11T18:17:51.342408+00:00,en,67,empathy,89,56,67,83,2,1,2,2,2,2,3,3,2,3
243,2026-06-11T19:40:15.128573+00:00,en,66,social_skills,89,89,17,100,3,3,2,1,0,3,2,3,3,3
244,2026-06-11T19:56:20.622744+00:00,en,60,empathy,89,78,67,83,2,2,3,2,2,3,3,2,3,2
245,2026-06-11T21:10:40.091039+00:00,en,89,self_awareness,44,78,67,67,2,2,3,2,2,2,1,1,2,2
246,2026-06-11T22:33:19.321782+00:00,en,44,empathy,89,78,50,83,2,3,2,1,2,2,3,3,2,3
247,2026-06-12T01:20:49.616919+00:00,en,67,social_skills,78,78,83,100,3,3,1,3,2,3,2,2,3,3
248,2026-06-12T04:30:50.203325+00:00,en,64,self_awareness,78,100,67,100,3,3,3,2,2,2,2,3,3,3
249,2026-06-12T05:55:40.641184+00:00,en,70,self_awareness,100,100,83,100,3,3,3,3,2,3,3,3,3,3
250,2026-06-12T07:28:39.236073+00:00,en,94,social_skills,78,44,17,83,1,1,2,1,0,2,3,2,3,2
251,2026-06-12T08:34:24.039516+00:00,en,97,self_regulation,56,44,67,67,1,1,2,1,3,2,1,2,2,2
252,2026-06-12T11:04:52.410964+00:00,en,50,self_awareness,100,100,50,100,3,3,3,3,0,3,3,3,3,3
253,2026-06-12T11:53:22.803005+00:00,en,134,self_awareness,67,78,67,50,3,3,1,1,3,1,3,2,1,2
254,2026-06-12T12:12:04.298835+00:00,en,135,self_awareness,44,100,83,0,3,3,3,2,3,3,1,0,0,0
255,2026-06-12T12:33:16.477142+00:00,en,61,empathy,89,67,67,83,2,2,2,2,2,3,3,2,2,3
256,2026-06-12T13:55:44.493687+00:00,en,93,self_awareness,33,56,50,50,1,2,2,1,2,1,1,1,2,1
257,2026-06-12T14:25:42.323864+00:00,,56,self_awareness,78,89,67,83,3,3,2,2,2,2,2,3,3,2
258,2026-06-12T14:42:11.377257+00:00,en,40,self_awareness,56,78,50,50,2,3,2,2,1,2,1,2,2,1
259,2026-06-12T14:42:24.311188+00:00,en,39,empathy,100,89,67,100,3,2,3,2,2,3,3,3,3,3
260,2026-06-12T14:42:45.51918+00:00,en,51,empathy,100,67,67,50,2,1,3,2,2,3,3,3,2,1
261,2026-06-12T14:46:26.068608+00:00,en,62,social_skills,44,67,67,83,2,2,2,2,2,1,2,1,2,3
262,2026-06-12T15:35:54.770087+00:00,,30,social_skills,78,89,67,100,3,3,2,2,2,2,2,3,3,3
263,2026-06-12T15:39:02.089353+00:00,en,28,social_skills,11,0,0,17,0,0,0,0,0,0,1,0,0,1
264,2026-06-12T15:40:28.011347+00:00,en,78,self_awareness,56,78,33,50,3,2,2,1,1,2,1,2,2,1
